timestep,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/clip_range,train/learning_rate,train/explained_variance,train/n_updates
442368,24.0068,960.0,2.924034,5.328019,-0.004179,-4.668638,0.012803,0.096338,0.2,0.0003,0.932691,2150.0
444416,23.9701,960.0,1.710956,3.742537,0.00121,-4.690471,0.017493,0.154932,0.2,0.0003,0.963449,2160.0
446464,25.1941,960.0,2.285978,4.923546,-0.003054,-4.675177,0.008311,0.103223,0.2,0.0003,0.951674,2170.0
448512,26.0238,960.0,2.419988,4.623876,-0.006715,-4.587617,0.018675,0.113672,0.2,0.0003,0.964953,2180.0
450560,25.894,960.0,3.567608,8.270177,0.008062,-4.550688,0.012593,0.193213,0.2,0.0003,0.906029,2190.0
452608,27.171,960.0,3.311379,6.227882,-0.00412,-4.639103,0.008662,0.068799,0.2,0.0003,0.952274,2200.0
454656,27.591,960.0,2.500031,4.952306,0.001078,-4.648154,0.009956,0.141699,0.2,0.0003,0.961175,2210.0
456704,32.0477,960.0,,,,,,,,,,
458752,27.897,960.0,2.476131,6.071235,-0.00489,-4.624398,0.009579,0.08999,0.2,0.0003,0.950399,2230.0
460800,29.9551,960.0,1.455438,3.938848,-0.000518,-4.623575,0.018322,0.089063,0.2,0.0003,0.952587,2240.0
462848,28.1704,960.0,4.293153,7.483635,-0.00443,-4.693008,0.010521,0.120752,0.2,0.0003,0.938503,2250.0
464896,29.7079,960.0,1.545515,4.698207,-0.002689,-4.661364,0.006724,0.068359,0.2,0.0003,0.969128,2260.0
466944,30.6269,960.0,2.447203,5.466125,-0.005739,-4.715283,0.010407,0.076074,0.2,0.0003,0.939677,2270.0
468992,29.0741,960.0,3.172581,7.173517,-0.002726,-4.778048,0.011786,0.164355,0.2,0.0003,0.944623,2280.0
471040,28.8215,960.0,1.998839,5.816345,-0.000406,-4.647424,0.007605,0.113428,0.2,0.0003,0.923701,2290.0
473088,28.7934,960.0,3.231645,6.877185,-0.002168,-4.743139,0.01015,0.105322,0.2,0.0003,0.936719,2300.0
475136,26.7454,960.0,2.515145,6.729582,-0.000916,-4.741315,0.00624,0.112549,0.2,0.0003,0.964045,2310.0
477184,29.1967,960.0,2.261218,5.935136,-0.003303,-4.723702,0.023315,0.108936,0.2,0.0003,0.955339,2320.0
479232,31.6694,960.0,3.200336,7.522792,0.000238,-4.738775,0.013919,0.125,0.2,0.0003,0.95328,2330.0
481280,29.5495,960.0,1.424427,5.058158,-0.005794,-4.71759,0.018466,0.148682,0.2,0.0003,0.971307,2340.0
483328,28.4484,960.0,3.26798,5.392981,-0.000311,-4.538272,0.009113,0.147021,0.2,0.0003,0.928883,2350.0
485376,29.731,960.0,1.859466,6.390963,-0.002042,-4.548445,0.009023,0.077979,0.2,0.0003,0.958347,2360.0
487424,30.2456,960.0,4.731021,8.525085,0.005005,-4.64195,0.008004,0.1021,0.2,0.0003,0.943998,2370.0
489472,27.8492,960.0,4.649537,7.328315,-0.001781,-4.595599,0.037288,0.113428,0.2,0.0003,0.948981,2380.0
491520,25.1522,960.0,2.568976,6.594457,-0.002956,-4.522249,0.010596,0.064355,0.2,0.0003,0.911772,2390.0
493568,25.8842,960.0,3.94703,8.187549,-0.005591,-4.484798,0.009127,0.088672,0.2,0.0003,0.931806,2400.0
495616,27.0834,960.0,2.431665,4.253793,0.005981,-4.9794,0.029943,0.185547,0.2,0.0003,0.969082,2410.0
497664,26.7368,960.0,1.72978,4.026737,-0.002212,-4.910189,0.01083,0.168701,0.2,0.0003,0.975928,2420.0
499712,25.433,960.0,1.896,4.67388,0.004148,-4.802396,0.017882,0.136572,0.2,0.0003,0.946267,2430.0
501760,24.2525,960.0,1.799141,5.106112,-0.004205,-4.548228,0.007097,0.063428,0.2,0.0003,0.926247,2440.0
503808,23.5552,960.0,1.213468,3.996027,0.000268,-4.720876,0.018666,0.113135,0.2,0.0003,0.950271,2450.0
505856,21.2896,960.0,2.5923,5.493144,0.000144,-4.609449,0.007952,0.109766,0.2,0.0003,0.857392,2460.0
507904,19.1553,960.0,3.146767,5.196026,-0.000857,-4.676179,0.008113,0.076416,0.2,0.0003,0.959403,2470.0
509952,17.8768,960.0,3.660383,5.675123,0.018217,-4.717626,1.290432,0.17666,0.2,0.0003,0.959948,2480.0
512000,19.3159,960.0,2.2572,4.354994,-0.002724,-4.745822,0.012215,0.133838,0.2,0.0003,0.968078,2490.0
514048,18.0014,960.0,2.426757,6.269905,-0.002737,-4.650115,0.006607,0.068408,0.2,0.0003,0.934478,2500.0
516096,17.763,960.0,2.57902,4.483722,-0.003018,-4.82286,0.015037,0.105029,0.2,0.0003,0.961316,2510.0
518144,20.5355,960.0,3.88472,5.382217,-0.0002,-4.883887,0.017876,0.126562,0.2,0.0003,0.962628,2520.0
520192,18.9604,960.0,3.406101,6.708592,-0.004798,-4.921266,0.009086,0.096973,0.2,0.0003,0.937603,2530.0
522240,19.9296,960.0,2.563189,5.411657,-0.006992,-4.789477,0.009138,0.11875,0.2,0.0003,0.946752,2540.0
524288,18.1714,960.0,3.425615,6.155274,-0.006934,-4.832649,0.010763,0.10415,0.2,0.0003,0.95178,2550.0
526336,18.3772,960.0,4.194639,5.657799,-0.005516,-4.755387,0.009015,0.083398,0.2,0.0003,0.958127,2560.0
528384,19.2827,960.0,1.913633,5.087772,0.000275,-4.934776,0.020345,0.175977,0.2,0.0003,0.963893,2570.0
530432,20.4742,960.0,1.882178,4.532688,-0.002383,-5.040589,0.013557,0.157227,0.2,0.0003,0.971302,2580.0
532480,23.2856,960.0,2.006348,4.696004,-0.003075,-5.011201,0.012606,0.12085,0.2,0.0003,0.958112,2590.0
534528,25.764,960.0,2.662924,4.808376,0.001148,-4.999033,0.009079,0.138965,0.2,0.0003,0.968153,2600.0
536576,25.8337,960.0,3.070593,5.276109,-0.002224,-5.085339,0.018283,0.119775,0.2,0.0003,0.965912,2610.0
538624,26.0789,960.0,1.489015,4.731986,-0.004738,-5.034099,0.01817,0.111816,0.2,0.0003,0.953842,2620.0
540672,28.1922,960.0,3.246537,6.638239,-0.003903,-4.931387,0.009004,0.070557,0.2,0.0003,0.961197,2630.0
542720,30.6398,960.0,2.305455,5.113658,-0.001239,-5.119452,0.011791,0.11626,0.2,0.0003,0.968741,2640.0
544768,29.9416,960.0,2.369749,5.858782,0.003996,-5.064974,0.009131,0.179883,0.2,0.0003,0.966297,2650.0
546816,28.4012,960.0,2.195363,5.56717,-0.006623,-5.039886,0.010253,0.088623,0.2,0.0003,0.953304,2660.0
548864,27.362,960.0,3.196266,5.496044,-0.002653,-4.898821,0.006467,0.078711,0.2,0.0003,0.946315,2670.0
550912,26.0462,960.0,2.951355,6.553042,-0.004201,-4.858191,0.010318,0.134424,0.2,0.0003,0.916256,2680.0
552960,26.6617,960.0,2.158696,4.364495,-0.003394,-4.969149,0.009183,0.144092,0.2,0.0003,0.95648,2690.0
555008,28.6111,960.0,3.094231,6.838564,-0.006148,-5.027291,0.009259,0.099219,0.2,0.0003,0.946077,2700.0
557056,28.0928,960.0,1.647,4.490489,0.000732,-5.004067,0.010637,0.122266,0.2,0.0003,0.961911,2710.0
559104,28.0442,960.0,4.222102,4.840217,0.000378,-5.124662,0.011257,0.174561,0.2,0.0003,0.974296,2720.0
561152,28.1583,960.0,1.886376,6.178547,-0.003057,-4.901586,0.009996,0.100537,0.2,0.0003,0.949964,2730.0
563200,28.3085,960.0,1.531218,4.29415,-0.004597,-5.120903,0.009341,0.139453,0.2,0.0003,0.962028,2740.0
565248,28.1453,960.0,2.401619,5.97016,-0.001578,-5.101011,0.007143,0.089746,0.2,0.0003,0.960182,2750.0
567296,26.7205,960.0,2.750512,4.844228,-0.007059,-5.048723,0.018419,0.116602,0.2,0.0003,0.96986,2760.0
569344,26.6768,960.0,3.214381,6.174055,-0.002411,-5.040088,0.007397,0.068213,0.2,0.0003,0.962096,2770.0
571392,27.4703,960.0,2.423415,6.278505,-0.003776,-5.029344,0.008864,0.09165,0.2,0.0003,0.964559,2780.0
573440,24.3057,960.0,3.033421,6.380378,-0.000391,-5.184387,0.012919,0.106104,0.2,0.0003,0.959083,2790.0
575488,22.8327,960.0,1.760277,5.032138,0.003153,-4.967701,0.008862,0.131836,0.2,0.0003,0.93631,2800.0
577536,26.264,960.0,1.935953,5.075006,0.003077,-5.154298,0.017841,0.134961,0.2,0.0003,0.951255,2810.0
579584,29.1399,960.0,2.413235,4.318108,0.01456,-5.138721,0.010408,0.206445,0.2,0.0003,0.945655,2820.0
581632,29.3315,960.0,1.757157,3.957576,-0.002663,-5.214598,0.008491,0.098145,0.2,0.0003,0.945214,2830.0
583680,28.8657,960.0,2.543756,4.663997,-0.00526,-5.179921,0.01325,0.125439,0.2,0.0003,0.951087,2840.0
585728,31.7869,960.0,3.156574,6.529588,-0.004241,-4.936885,0.006216,0.074365,0.2,0.0003,0.935018,2850.0
587776,32.1859,960.0,4.15337,6.22839,0.001148,-5.221553,0.038903,0.177588,0.2,0.0003,0.954536,2860.0
589824,31.3004,960.0,3.761872,5.27703,-0.003534,-5.107817,0.009217,0.107324,0.2,0.0003,0.946913,2870.0
591872,31.2974,960.0,2.920485,5.884825,-0.004948,-5.028705,0.010676,0.112109,0.2,0.0003,0.945292,2880.0
593920,33.4351,960.0,4.13306,6.817494,-0.002702,-5.088827,0.012059,0.159131,0.2,0.0003,0.946709,2890.0
595968,36.1998,960.0,1.361891,3.709513,0.00158,-4.96367,0.025269,0.166455,0.2,0.0003,0.94903,2900.0
598016,35.2995,960.0,1.230638,4.061607,-0.005,-4.969875,0.010236,0.119434,0.2,0.0003,0.953863,2910.0
600064,39.4629,960.0,2.36062,6.399483,-0.000936,-4.758259,0.00896,0.108643,0.2,0.0003,0.939064,2920.0
602112,41.7944,960.0,2.623732,5.531323,0.002256,-4.96734,0.015305,0.177637,0.2,0.0003,0.954665,2930.0
604160,42.8868,960.0,1.924672,5.739112,-0.004228,-4.910464,0.012498,0.159912,0.2,0.0003,0.959728,2940.0
606208,43.0419,960.0,1.260712,4.432716,0.004866,-4.970969,0.187759,0.144678,0.2,0.0003,0.958165,2950.0
